,text,id,polarities
350,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,1395421:0,['positive']
351,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,1395421:1,"['positive', 'positive', 'positive', 'positive']"
352,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,1395421:2,['positive']
353,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",1395421:3,['positive']
354,Check this place out!,1395421:4,['positive']
355,HIGHLY RECOMMENDED!!!!!,1395421:5,['positive']
356,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",1398844:0,['negative']
357,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",1398844:1,['negative']
358,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",1398844:2,"['negative', 'neutral', 'negative']"
359,Slightly above average wines start at $70+ with only one selection listed at $30+.,1398844:3,"['negative', 'negative']"
360,Service is not what one would expect from a joint in this price category.,1398844:4,['negative']
361,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",1398844:5,['negative']
362,Somehow working the italian charm with constant mille grazie does not constitute proper service.,1398844:6,['negative']
363,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",1398844:7,"['positive', 'negative']"
364,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,1404042:1,"['negative', 'negative']"
365,Fish was overdone.,1404042:2,['negative']
366,"Cute place, nice wait staff but would never go there again.",1404042:3,"['positive', 'positive', 'negative']"
367,Someone else recommended the dessert - we also left that.,1404042:4,['negative']
368,One of us actually liked the expresso - that's it.,1404042:5,['positive']
369,"Skip this restaurant, it's a big disappointment.",1404042:6,['negative']
370,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,1410878:0,['positive']
371,I've never had bad service and the fish is fresh and delicious.,1410878:1,"['positive', 'positive']"
372,Their tuna tartar appetizer is to die for.,1410878:2,['positive']
373,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",1413697:0,['positive']
374,It is simply amazing.,1413697:1,['positive']
375,The place is so cool and the service is prompt and curtious.,1413697:2,"['positive', 'positive']"
376,I highly recommend to anyone to give this place a try.,1413697:3,['positive']
377,You will find yourself returning quite often.,1413697:4,['positive']
378,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,1417496:0,"['positive', 'positive', 'positive']"
379,No gimmicks here -- the food speaks for itself in its freshness and preparation.,1417496:1,['positive']
380,The dining room is quietly elegant with no music to shout over -- how refreshing!,1417496:2,['positive']
381,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",1417496:3,"['positive', 'positive']"
382,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",1417496:4,"['positive', 'positive']"
383,Beautiful experience.,1417496:5,['positive']
384,The view is breathtaking the service is top notch... the ambiance is wonderfull.,1430994:0,"['positive', 'positive', 'positive']"
385,The staff offers impeccable service.,1430994:1,['positive']
386,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,1430994:2,['positive']
387,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,1430994:3,"['positive', 'positive']"
388,It was divine melts in your mouth.,1430994:5,['positive']
389,My boyfriend had Prime Rib it was good .,1430994:6,['positive']
390,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,1430994:7,['positive']
391,It's cuz it's so good you need to taste it!!! ,1430994:9,['positive']
392,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,1430994:10,['positive']
393,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,1431154:0,['positive']
394,If you like spicy food get the chicken vindaloo.,1431154:1,['positive']
395,It's very spicy but not offensive.,1431154:2,['positive']
396,We will definitely go back.,1431154:3,['positive']
397,Go to Volare for 1st class service and terrific food.,1432551:0,"['positive', 'positive']"
398,The portions are large and the servers always surprise us with a different starter.,1432551:1,"['positive', 'positive']"
399,The wine list is excellent.,1432551:2,['positive']
400,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,1439875:0,"['positive', 'positive', 'positive']"
401,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",1439875:1,"['positive', 'negative', 'positive']"
402,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,1439875:3,"['negative', 'positive', 'positive', 'positive']"
403,Please be aware that it's CASH or AMEX only!,1439875:5,['neutral']
404,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1448587:0,"['neutral', 'negative']"
405,The menu is very limited - i think we counted 4 or 5 entrees.,1448587:1,['negative']
406,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",1448587:2,['negative']
407,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",1448587:3,['neutral']
408,Problem is nothing at Prune is particularly memorable.,1448587:4,['negative']
409,No plans to return anytime soon.,1448587:5,['negative']
410,This place is so much fun.,1451107:0,['positive']
411,Our family never expected such incredible entertainment in a restaurant.,1451107:1,['positive']
412,Our food was great too!,1451107:4,['positive']
413,And really large portions.,1451107:5,['positive']
414,The staff was the friendliest that have seen in New York.,1451107:6,['positive']
415,We will go back every time we are in the City.,1451107:7,['positive']
416,If you want something really different than try Jekyll and Hyde.,1451109:0,['positive']
417,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,1451109:1,['positive']
418,The food was pretty tradional but it was hot and good with large portions.,1451109:2,"['positive', 'positive']"
419,I highly recommend it.,1451109:3,['positive']
420,The place is a lot of fun.,1457607:0,['positive']
421,My six year old loved it.,1457607:1,['positive']
422,The characters really make for an enjoyable experience.,1457607:2,['positive']
423,"The food however, is what one might expect.",1457607:3,['negative']
424,It is very overpriced and not very tasty.,1457607:4,"['negative', 'negative']"
425,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",1457607:5,['positive']
426,We had a good time.,1457607:6,['positive']
427,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,1459569:0,['negative']
428,Service was slow had to wait to order and get food although not crowded.,1459569:1,['negative']
429,Drinks way over priced.,1459569:2,['negative']
430,Food was good not great not worth the wait or another visit,1459569:3,"['neutral', 'negative']"
431,Great pizza for lunch place.,1460715:0,['positive']
432,Service was quick.,1460715:1,['positive']
433,The pizza was great.,1460715:2,['positive']
434,And it was quick which is very important.,1460715:3,['positive']
435,Have the iced tea.,1460715:4,['positive']
436,It was wonderful.,1460715:5,['positive']
437,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",1470286:0,"['positive', 'positive']"
438,Delivery is fast too.,1470286:1,['positive']
439,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",1470286:2,"['positive', 'positive', 'positive', 'positive']"
440,A little overpriced but worth it once you take a bite.,1470286:3,"['negative', 'positive']"
441,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,1470334:1,['positive']
442,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",1470334:2,"['positive', 'positive']"
443,They have a huge selection of different cream cheeses and all of their salads are great.,1470334:3,"['positive', 'positive']"
444,The lox is always fresh too.,1470334:4,['positive']
445,Highly recommended to all!,1470334:5,['positive']
446,Not impressed with the food.,1471273:2,['negative']
447,Prices too high for this cramped and unappealing resturant.,1471273:3,"['negative', 'negative']"
448,Zero ambiance to boot.,1471273:4,['negative']
449,I thought this place was totally overrated.,1476493:0,['negative']
450,Everything we had was good or ok....but definitely nothing great.,1476493:1,['neutral']
451,"The ambience was nice, but service wasn't so great.",1476493:2,"['positive', 'negative']"
452,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",1476493:3,"['negative', 'negative']"
453,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,1477631:0,['positive']
454,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,1477631:1,"['positive', 'positive']"
455,Thius is a must for anyone who loves Shabu-Shabu.,1477631:2,['positive']
456,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",1486041:0,['positive']
457,The owner and staff are all Japanese as well and that adds to the entire ambiance.,1486041:1,"['positive', 'positive', 'positive']"
458,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",1486041:2,"['negative', 'positive', 'positive']"
459,I must give it Yon out of Yon stars!,1486041:3,['positive']
460,Taxan delicious!,1486041:4,['positive']
461,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",1490757:0,['positive']
462,The prices were CHEAP compared to the quality of service and food.,1490757:2,"['positive', 'positive', 'positive']"
463,"We liked it so much, that we will always make it a point to dine here when we visit New York.",1490757:3,['positive']
464,The location and ambience is Ok but the food is what makes up for it.,1496205:1,"['neutral', 'neutral', 'positive']"
465,There is a lot of variety even for people who eat vegetarian like me.,1496205:2,['positive']
466,Try green curry with vegetables.,1496205:3,['positive']
467,"The quantity is also very good, you will come out satisfied.",1496205:4,['positive']
468,"The service is ok, some of the people didn't get what they asked for.",1496205:5,['neutral']
469,I was there on sat. for my birthday and we had an excellent time.,1496707:0,['positive']
470,I had the best ravioli ever.,1496707:1,['positive']
471,The wine the service was very good too.,1496707:2,"['positive', 'positive']"
472,Moderate prices.,1496707:3,['neutral']
473,A little noise but I think that was because of our party!,1496707:4,['neutral']
474,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,1500453:1,"['positive', 'positive']"
475,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",1500453:2,"['positive', 'positive', 'positive', 'positive']"
476,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",1500453:3,"['positive', 'positive']"
477,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",1500453:4,"['positive', 'positive', 'positive', 'negative']"
478,A guaranteeed delight!,1500453:5,['positive']
479,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",1506491:0,"['positive', 'positive', 'positive', 'positive']"
480,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",1506491:1,"['positive', 'positive', 'positive']"
481,Check out the secret back room.,1506491:2,['positive']
482,I pray it stays open forever.,1506491:4,['positive']
483,Thank You Emilio.,1506491:5,['positive']
484,"I found the food, service and value exceptional everytime I have been there.",1538149:0,"['positive', 'positive', 'positive']"
485,The food was authentic.,1538149:1,['positive']
486,I felt as though I were eating in Paris.,1538149:2,['positive']
487,The service was excellent - friendly and attentive.,1538149:3,['positive']
488,The prices are wonderfully low.,1538149:4,['positive']
489,Very good wine choices.,1538149:5,['positive']
490,Who has room for Cheesesticks with the best pizza in NYC!,1543345:1,['positive']
491,Get the pepperoni - YUM - and a family style salad.,1543345:2,"['positive', 'positive']"
492,Great staff.,1543345:3,['positive']
493,Always great service!,1543345:4,['positive']
494,I go twice a month!,1543345:5,['positive']
495,Fantastic!,1543345:6,['positive']
496,"The food is good, I can't lie.",1561259:0,['positive']
497,But the staff was so horrible to us.,1561259:1,['negative']
498,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,1561259:2,"['negative', 'negative']"
499,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,1561259:3,['negative']
500,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",1561259:4,"['negative', 'positive', 'negative']"
501,Save yourself the time and trouble and skip this one!,1561259:5,['negative']
502,Amma is nothing special.,1572027:1,['neutral']
503,I ate here a week ago and found most dishes average at best and too expensive.,1572027:3,"['negative', 'negative']"
504,Will not be back.,1572027:4,['negative']
505,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",1572033:0,"['negative', 'positive']"
506,Decor is nice though service can be spotty.,1572033:1,"['positive', 'negative']"
507,This place is always packed.,1572033:2,['neutral']
508,"Most importantly, food is excellent.",1572033:4,['positive']
509,Try the sea bass.,1572033:5,['positive']
510,Highly recommended.,1572033:6,['positive']
511,First of all Dal Bukhara Rocks.,1573534:0,['positive']
512,I am happy i did the food was awsome.,1573534:3,['positive']
513,JUST AWSOME.,1573534:4,['positive']
514,and yes Dal Bukhara is so dam good and so are all the kababs.,1573534:5,"['positive', 'positive']"
515,but overall i give it a 10,1573534:7,['positive']
516,10,1573534:8,['positive']
517,Haru on Park S is simply disgusting.,1577714:1,['negative']
518,The fish was not fresh and the rice tasted old and stale.,1577714:2,"['negative', 'negative']"
519,"Quite frankly, this is some of the worst sushi I have ever tried.",1577714:3,['negative']
520,Will never be back.,1577714:4,['negative']
521,honestly the worst sushi my husband and i had in our entire lives.,1586174:0,['negative']
522,not sure why this restaurant would be rated that highly.,1586174:2,['negative']
523,the all-u-can-eat sushi is definitely in very poor quality.,1586174:3,['negative']
524,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",1586174:4,"['negative', 'negative', 'negative', 'negative']"
525,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",1586174:5,"['negative', 'negative']"
526,the waitstaffs are nice though.,1586174:6,['positive']
527,wont come back again for sure!,1586174:7,['negative']
528,I have been to Roth's twice and both times were very disappointing.,1603698:0,['negative']
529,"Both times I was extremely dissappointed by the service, which was boarderline rude.",1603698:2,['negative']
530,They wouldnt even let me finish my glass of wine before offering another.,1603698:3,['negative']
531,Much of the time it seems like they do not care about you.,1603698:4,['negative']
532,"The dinner was ok, nothing I would have again.",1603698:5,['negative']
533,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",1603698:6,['negative']
534,This was a great surprise.,1606837:0,['positive']
535,With the theater 2 blocks away we had a delicious meal in a beautiful room.,1606837:1,"['positive', 'positive', 'positive']"
536,The service was attentive.,1606837:2,['positive']
537,I look forward to eating here again,1606837:3,['positive']
538,Planet Thai is great!,1609375:0,['positive']
539,"We love the food, drinks, and atmosphere!",1609375:1,"['positive', 'positive', 'positive']"
540,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",1609375:2,"['negative', 'positive']"
541,"Try the Pad Thai, it's fabulous and their prices are so cheap!",1609375:3,"['positive', 'positive']"
542,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",1609375:4,"['positive', 'positive', 'positive']"
543,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",1611489:0,['negative']
544,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",1611489:1,"['negative', 'negative']"
545,"Overall, not worth the money.",1611489:2,"['negative', 'negative']"
546,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",1611489:3,"['positive', 'negative']"
547,Chennai Garden is my favorite Indian restaurant in the city.,1615322:1,['positive']
548,They have authentic Indian at amazin prices.,1615322:2,"['positive', 'positive']"
549,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,1615322:3,['negative']
550,The seats are uncomfortable if you are sitting against the wall on wooden benches.,1615322:4,['negative']
551,It's a rather cramped and busy restaurant and it closes early.,1615322:5,"['negative', 'negative']"
552,Patroon features a nice cigar bar and has great staff.,1623276:0,"['positive', 'positive']"
553,The food is tasty and portion sizes are appropriate.,1623276:1,"['positive', 'positive']"
554,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,1623276:2,['positive']
555,Not a great place for family or general dining.,1623276:3,['negative']
556,LLOOVVE THIS PLACE.,1626564:0,['positive']
557,Food is excellent.,1626564:1,['positive']
558,Fish is so very fresh.,1626564:2,['positive']
559,Waitstaff are very friendly.,1626564:3,['positive']
560,Love YUKA.,1626564:4,['positive']
561,Mermaid Inn is an overall good restaurant with really good seafood.,1632445:0,"['positive', 'positive']"
562,The menu is limited but almost all of the dishes are excellent.,1632445:1,"['negative', 'positive']"
563,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,1632445:2,"['positive', 'positive']"
564,The service is good and ambience is good for a date or group outing.,1632445:3,"['positive', 'positive']"
565,The only fallback on this restaurant is the prices.,1632445:4,['negative']
566,"Even though its good seafood, the prices are too high.",1632445:5,"['positive', 'negative']"
567,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,1632445:6,"['positive', 'negative', 'negative']"
568,We were very pleasantly surprised.,1632929:2,['positive']
569,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",1632929:3,"['positive', 'positive', 'positive', 'positive']"
570,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",1632929:4,['positive']
571,Truly the mark of an attentive waiter.,1632929:5,['positive']
572,I highly recommend the restaurant based on our experience last night.,1632929:6,['positive']
573,We ate at this Thai place following the reviews but very unhappy with the foods.,1642666:0,['negative']
574,We thought that this place is using too much of MSG cooking in the foods.,1642666:1,['negative']
575,"They don't concern much of customer's health, just want to make money.",1642666:3,['negative']
576,please don't fool us.,1642666:4,['negative']
577,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",1649025:1,"['positive', 'positive', 'positive', 'positive']"
578,The food is so cheap and the waiters are nice.,1649025:2,"['positive', 'positive']"
579,"Of course, it is crowded but who cares.",1649025:3,['neutral']
580,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,1649025:4,['positive']
581,Have frequented 'ino for several years and the food remains excellent.,1655504:0,['positive']
582,Cheese plate is a varied delight and great bargain at $10.,1655504:1,"['positive', 'positive', 'positive']"
583,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",1655504:2,"['positive', 'positive', 'positive']"
584,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",1655504:3,['positive']
585,Wine list is extensive without being over-priced.,1655504:4,"['positive', 'positive']"
586,"Be sure to try the seasonal, and always delicious, specials.",1655504:5,['positive']
587,Definitely a neighborhood favorite.,1655504:6,['positive']
588,I loved this place!!,1655521:0,['positive']
589,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,1655521:1,['positive']
590,"The food was very good, a great deal, and the place its self was great.",1655521:2,"['positive', 'positive', 'positive']"
591,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",1655521:3,['positive']
592,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",1660047:0,"['negative', 'positive']"
593,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",1660047:1,['negative']
594,"The waitress, seems to be more concerned of looking good than actually waitressing.",1660047:2,['negative']
595,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",1660047:3,['negative']
596,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",1660047:4,['negative']
597,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",1660047:5,"['negative', 'positive']"
598,Pizza here is consistently good.,1661043:0,['positive']
599,Salads are a delicious way to begin the meal.,1661043:1,['positive']
600,You should pass on the calamari.,1661043:2,['negative']
601,It is thick and slightly soggy.,1661043:3,['negative']
602,Decor is charming.,1661043:4,['positive']
603,Service is average.,1661043:5,['neutral']
604,What a great place.,1661757:0,['positive']
605,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",1661757:2,"['positive', 'positive', 'positive']"
606,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",1661757:3,['neutral']
607,I would definitely recommend SEA if you like thai cuisine!,1661757:4,['positive']
608,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,1662726:0,['negative']
609,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",1662726:1,['negative']
610,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",1662726:2,['negative']
611,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",1662726:3,['negative']
612,Never again!,1662726:5,['negative']
613,I absolutely Loved this place.,1663111:0,['positive']
614,"Excellent atmosphere, delicious dishes good and friendly service.",1663111:2,"['positive', 'positive', 'positive']"
615,this is can became on e of the NY Italian Food fare institutions.,1663111:3,['positive']
616,I think that it is absolutely brilliant and well runned business operation.,1663111:4,['positive']
617,The wine list is also really nice.,1663111:5,['positive']
618,"Everything was wonderful; food, drinks, staff, mileau.",1664346:1,"['positive', 'positive', 'positive', 'positive', 'positive']"
619,I would highly recommend this place!,1664346:2,['positive']
620,I have been to Casimir over 5 times and I have always had a great time there.,1671113:0,['positive']
621,The food is great and reasonably priced.,1671113:1,"['positive', 'positive']"
622,"I have tried to make reservations, but both times, the hostess didn't have my name.",1671113:2,['negative']
623,"If the weather is nice, try to snag an outside table.",1671113:3,['positive']
624,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",1671113:4,"['positive', 'negative', 'negative']"
625,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,1700205:0,['positive']
626,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",1700205:1,"['positive', 'positive']"
627,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",1700205:2,['positive']
628,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,1700205:3,"['positive', 'positive']"
629,Nice Family owned traditional restaurant.,1702257:0,['positive']
630,Fresh ingredients and everything is made to order.,1702257:1,"['positive', 'positive']"
631,I was pleasantly surprised to find this gem in Hoboken.,1702257:2,['positive']
632,Friendly staff that actually lets you enjoy your meal and the company you're with.,1702257:3,['positive']
633,"I found the food to be outstanding, particulary the salmon dish I had.",1706644:1,"['positive', 'positive']"
634,"I also ordered the Change Mojito, which was out of this world.",1706644:2,['positive']
635,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",1706644:3,['neutral']
636,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"['positive', 'positive']"
637,"Overall, excellent restaurant!",1706644:5,['positive']
638,The food was good.,1707201:1,['positive']
639,The place was nice and calm.,1707201:2,['positive']
640,but the service was a bit slow.,1707201:3,['negative']
641,The buffet had a nice selection.,1707741:1,['positive']
642,The food was average or above including some surprising tasty dishes.,1707741:2,"['positive', 'positive']"
643,Service was also very good.,1707741:3,['positive']
644,I would go back.,1707741:4,['positive']
645,I got an excellent piece of cheesecake and we had several other nice pastries.,1710746:0,"['positive', 'positive']"
646,"I would recommend Roxy's for that, but not for their food.",1710746:1,"['negative', 'positive']"
647,My son and his girlfriend both wanted cheeseburgers and they were huge!,1710746:2,['neutral']
648,"But, they were too big for the bun.",1710746:3,['negative']
649,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",1710746:4,['negative']
650,Also they were $15 each!,1710746:5,['negative']
651,I had a huge pastrami sandwich on a roll.,1710746:6,['neutral']
652,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,1710746:7,"['neutral', 'negative']"
653,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",1713185:0,"['negative', 'positive']"
654,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",1713185:1,"['negative', 'negative']"
655,And the Tom Kha soup was pathetic.,1713185:2,['negative']
656,If you want good authentic Thai this place is not the place to go.,1713185:3,['negative']
657,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",1718513:0,['positive']
658,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",1718513:1,"['positive', 'positive']"
659,"Conveniently located too, being right on Bedford ave.",1718513:2,['positive']
660,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",1718513:3,['positive']
661,I will definetly be going back.,1718513:4,['positive']
662,We had the lobster sandwich and it was FANTASTIC.,1719567:0,['positive']
663,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",1719567:1,"['negative', 'positive', 'positive']"
664,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,1719567:2,"['positive', 'positive']"
665,We waited at the bar and had martinis that were just right.,1719567:4,['positive']
666,We will be back.,1719567:5,['positive']
667,love the food.,1723402:0,['positive']
668,it's the only place you can get yummy authentic japanese comfort food.,1723402:1,['positive']
669,and you can't beat the prices.,1723402:3,['positive']
670,highly recommended.,1723402:4,['positive']
671,I've lived in NY for 5 years and this place has it all.,1723658:0,['positive']
672,"Great food, good size menu, great service and an unpretensious setting.",1723658:1,"['positive', 'positive', 'positive', 'positive']"
673,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",1723658:2,"['positive', 'positive', 'positive', 'positive', 'positive']"
674,I'm glad I was introduced to this place and this is a rare gem in NY.,1723658:3,['positive']
675,"The freshest, best variety, and the fastest delivery.",1726001:1,"['positive', 'positive', 'positive']"
676,Also very inexpensive.,1726001:2,['positive']
677,A great choice at any cost and a great deal.,1726001:3,"['positive', 'positive']"
678,The service was excellent and the food was delicious.,1726427:0,"['positive', 'positive']"
679,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",1726427:1,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
680,Definitely a great spot for a nice occasion or date.,1726427:3,['positive']
681,"Average to good Thai food, but terrible delivery.",1726473:0,"['positive', 'negative']"
682,I've waited over one hour for food.,1726473:1,['negative']
683,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,1726473:2,['negative']
684,A Thai restaurant out of rice during dinner?,1726473:3,['negative']
685,"The food arrived 20 minutes after I called, cold and soggy.",1726473:4,"['negative', 'negative']"
686,This is a wonderful place on all stand points especially value ofr money.,1727363:1,"['positive', 'positive']"
687,An excellent service,1727363:2,['positive']
688,We were greeted promptly by the waiter who was very nice and cordial.,1728733:1,['positive']
689,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,1728733:2,"['positive', 'positive']"
690,The food looked very appetizing and delicious since it came on a variety of fancy plates.,1728733:4,['positive']
691,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,1728733:5,['positive']
692,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,1728733:6,['positive']
693,"Service here was great, food was fantastic.",1730014:1,"['positive', 'positive']"
694,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",1730014:2,"['positive', 'positive', 'negative']"
695,Will absolutely visit again.,1730014:3,['positive']
696,You cannot go wrong with this place.,1730127:0,['positive']
697,"The food is outstanding and the service is quick, friendly and very professional.",1730127:1,"['positive', 'positive']"
698,"Always a nice crowd, but never loud.",1730127:2,"['positive', 'positive']"
699,Go here.,1730127:3,['positive']
700,Good for dates or with friends.,1730127:4,['positive']
701,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,1730447:0,['positive']
702,"However, it is jus too good to not praise it.",1730447:1,['positive']
703,"By far, the best pizza in Manhattan.",1730447:2,['positive']
704,"The crust is thin, the ingredients are fresh and the staff is friendly.",1730447:3,"['positive', 'positive', 'positive']"
705,The menu has so many fish items and oysters.,1746113:1,['positive']
706,"The fish was really,really fresh.",1746113:3,['positive']
707,We all agreed that mare is one of the best seafood restaurants in New York.,1746113:5,['positive']
