,text,id,polarities
620,"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.",es_l_olive_31_JoseA:1,"['negative', 'positive', 'positive']"
621,correcto y maxima comodidad.,es_l_olive_32_MartaCapdevila_2011-07-17:0,['positive']
622,"Me ha causado una gratisima impresión, tanto en la calidad de sus productos como en el exquisito trato de su personal.",es_l_olive_33_Pepe_2011-04-24:0,"['positive', 'positive']"
623,Repetiré cuando regrese por Barcelona y ya he recomendado a mis amigos.,es_l_olive_33_Pepe_2011-04-24:1,['positive']
624,Calidad y servicio muy correctos.,es_l_olive_34_AntoniPratMontoy_2011-03-01:0,"['positive', 'positive']"
625,Un buen restaurante dentro de la gama media/alta de Barcelona,es_l_olive_34_AntoniPratMontoy_2011-03-01:1,['positive']
626,"Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia, etc...",es_l_olive_39_FranciscoDeHaro_2010-12-12:0,['positive']
627,Un carta amplia y con mucha variedad.,es_l_olive_39_FranciscoDeHaro_2010-12-12:1,['positive']
628,"El servicio es atento y rápido, sin ser en ningún momento agobiante.",es_l_olive_39_FranciscoDeHaro_2010-12-12:2,['positive']
629,Para recomendar.,es_l_olive_39_FranciscoDeHaro_2010-12-12:3,['positive']
630,"La calidad de la comida no  corresponde al precio, además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.",es_l_olive_42_Manuel_2010-11-13:0,"['negative', 'negative', 'negative']"
631,"Definitivamente no volveré, al menos pagando yo.",es_l_olive_42_Manuel_2010-11-13:1,['negative']
632,Se puede resumir en una palabra: Excelente,es_l_olive_44_SergioChavesArnau_2010-10-22:0,['positive']
633,Muy buena calidad de alimentos y muy bien cocinados.,es_l_olive_45_LuciaGomezValenzuela_2010-09-18:0,['positive']
634,"Servicio rápido, muy amables.",es_l_olive_45_LuciaGomezValenzuela_2010-09-18:1,['positive']
635,No le pongo un 10 por que es un poquito caro pero merece la pena ir.,es_l_olive_45_LuciaGomezValenzuela_2010-09-18:2,['negative']
636,Debe ser un sitio de referencia siempre.,es_l_olive_45_LuciaGomezValenzuela_2010-09-18:3,['positive']
637,Fuimos por una recomedación y fue todo un acierto.,es_l_olive_47_EnricPorxas_2010-09-16:0,['positive']
638,La xatonada y las croquetas una delicia.,es_l_olive_47_EnricPorxas_2010-09-16:1,"['positive', 'positive']"
639,De segundo recomiendo las gambas sobretodo si te invitan.,es_l_olive_47_EnricPorxas_2010-09-16:2,"['positive', 'negative']"
640,Buen servicio y buen ambiente.,es_l_olive_47_EnricPorxas_2010-09-16:3,"['positive', 'positive']"
641,"Le doy un 8,5",es_l_olive_47_EnricPorxas_2010-09-16:4,[]
642,"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .",es_l_olive_48_EsteffyLi_2010-09-04:0,"['positive', 'positive']"
643,"El servicio y el trato son sin duda uno de los mejores de BCN, y eso que he probado muchos restaurantes.",es_l_olive_48_EsteffyLi_2010-09-04:1,['positive']
644,Algo que pueden mejorar?,es_l_olive_48_EsteffyLi_2010-09-04:2,[]
645,El corte del jamon en lonchas mas finas!,es_l_olive_48_EsteffyLi_2010-09-04:3,['negative']
646,"Impecable, calidad extraordinaria en cuanto al producto, la presentación y el ""punto"".",es_l_olive_49_Eva_2010-03-27:0,['positive']
647,"El servicio lustroso, impecable, elegante.",es_l_olive_49_Eva_2010-03-27:1,['positive']
648,Ninguna pega.,es_l_olive_49_Eva_2010-03-27:2,['positive']
649,"Como siempre, L'Olivé es una valor seguro.",es_l_olive_4_AntonioSerranoPueyo_2014-09-27:0,['positive']
650,"Cocina catalana y de mercado, basada en una óptima calidad del producto.",es_l_olive_4_AntonioSerranoPueyo_2014-09-27:1,['positive']
651,Este restaurante goza de una homogeneidad envidiable.,es_l_olive_4_AntonioSerranoPueyo_2014-09-27:2,['positive']
652,Nunca les va a defraudar.,es_l_olive_4_AntonioSerranoPueyo_2014-09-27:3,['positive']
653,Siempre es de una excelencia insuperable.,es_l_olive_4_AntonioSerranoPueyo_2014-09-27:4,['positive']
654,"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.",es_l_olive_4_AntonioSerranoPueyo_2014-09-27:5,"['positive', 'positive', 'positive', 'positive', 'positive']"
655,"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",es_l_olive_50_Toni_2010-03-09:0,['negative']
656,por mucho menos.,es_l_olive_50_Toni_2010-03-09:1,[]
657,Un restaurante al que no pienso volver.,es_l_olive_50_Toni_2010-03-09:2,['negative']
658,"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.",es_l_olive_54_Anonimo_2009-12-23:0,"['positive', 'positive', 'negative']"
659,De lo mejor de Barcelona.,es_l_olive_58_MaCarmen_2009-10-22:0,['positive']
660,Todo excelente.,es_l_olive_58_MaCarmen_2009-10-22:1,['positive']
661,El precio es elevado pero lo vale.,es_l_olive_58_MaCarmen_2009-10-22:2,['neutral']
662,"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.",es_l_olive_59_PacoBalcells_2009-09-21:0,"['positive', 'positive', 'neutral']"
663,Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.,es_l_olive_59_PacoBalcells_2009-09-21:1,['negative']
664,Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable.,es_l_olive_5_AntonioSerranoPueyo_2014-08-25:0,['positive']
665,El producto siempre es de primera y de una homogeneidad envidiable.,es_l_olive_5_AntonioSerranoPueyo_2014-08-25:1,['positive']
666,"Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.",es_l_olive_5_AntonioSerranoPueyo_2014-08-25:2,"['positive', 'positive']"
667,"Pescados impecables y de una cocción, ya sea a la plancha o al horno, siempre en su punto.",es_l_olive_5_AntonioSerranoPueyo_2014-08-25:3,['positive']
668,"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",es_l_olive_5_AntonioSerranoPueyo_2014-08-25:4,"['positive', 'positive', 'positive']"
669,La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,es_l_olive_5_AntonioSerranoPueyo_2014-08-25:5,"['positive', 'positive']"
670,El ambiente más que agradable y poco ruidoso.,es_l_olive_5_AntonioSerranoPueyo_2014-08-25:6,['positive']
671,"Es un restaurante para repetir, repetir y repetir.",es_l_olive_5_AntonioSerranoPueyo_2014-08-25:7,['positive']
672,Excelente !,es_l_olive_60_Luisa_2009-09-07:0,['positive']
673,Muy rica comida y muy buen servicio.,es_l_olive_60_Luisa_2009-09-07:1,"['positive', 'positive']"
674,"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",es_l_olive_61_Victor_2009-08-22:0,"['positive', 'negative', 'negative']"
675,por otro lado las mesas están demasiado juntas y hay mucho ruido.,es_l_olive_61_Victor_2009-08-22:1,['positive']
676,Pasable.,es_l_olive_61_Victor_2009-08-22:2,['neutral']
677,Bien.,es_l_olive_63_Gonzalo_2009-08-04:0,['positive']
678,"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.",es_l_olive_63_Gonzalo_2009-08-04:1,"['positive', 'negative', 'negative']"
679,En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,es_l_olive_63_Gonzalo_2009-08-04:2,['negative']
680,No es un chollo en cuanto a precio.,es_l_olive_63_Gonzalo_2009-08-04:3,['negative']
681,"Nos encantó, llevamos clientes por el trabajo, y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... qué decepción!!!",es_l_olive_67_Maarten_2009-05-23:0,"['positive', 'negative']"
682,"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",es_l_olive_67_Maarten_2009-05-23:1,"['negative', 'negative', 'negative']"
683,El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,es_l_olive_67_Maarten_2009-05-23:2,"['negative', 'negative']"
684,La verdad es que resulta muy caro para lo que recibes.,es_l_olive_68_Anonimo_2009-05-06:0,['negative']
685,"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",es_l_olive_68_Anonimo_2009-05-06:1,"['negative', 'negative', 'negative', 'negative']"
686,No pienso volver.,es_l_olive_68_Anonimo_2009-05-06:2,['negative']
687,Mi preferido para celebraciones especiales desde hace muchos años.,es_l_olive_69_Mjose_2009-04-21:0,['positive']
688,Confío en él desde que estaba en la C/Muntaner.,es_l_olive_69_Mjose_2009-04-21:1,['positive']
689,Nunca me falla !!!,es_l_olive_69_Mjose_2009-04-21:2,['positive']
690,Comida aceptable a un precio algo elevado para lo que es.,es_l_olive_6_DanielGarcia_2014-08-12:0,"['positive', 'negative']"
691,"Al restaurante le falta una renovación, se ha quedado algo anticuado en todos los sentidos.",es_l_olive_6_DanielGarcia_2014-08-12:1,['negative']
692,"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",es_l_olive_70_Cristina_2009-02-03:0,"['positive', 'positive', 'negative', 'negative']"
693,"Sin duda, lo peor del restaurante es la decoración, extrañamente alabada por algunos.",es_l_olive_71_Joan_2008-07-30:0,['negative']
694,¿Minimalista?,es_l_olive_71_Joan_2008-07-30:1,[]
695,"Impersonal, lo peor que le puede pasar a un restaurante que quiere tener voz propia.",es_l_olive_71_Joan_2008-07-30:2,['negative']
696,"Por lo demás, el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",es_l_olive_71_Joan_2008-07-30:3,['positive']
697,La comida bien en cuanto calidad y cantidad.,es_l_olive_71_Joan_2008-07-30:4,['positive']
698,"No se esperen platos extraordinarios, pero son en su mayoria muy buenos (que no es poco).",es_l_olive_71_Joan_2008-07-30:5,['positive']
699,Debe mejorar muy mucho su carta de vinos.,es_l_olive_71_Joan_2008-07-30:6,['negative']
700,"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",es_l_olive_71_Joan_2008-07-30:7,"['positive', 'negative']"
701,Lo han repetido en varias opiniones: el ruido es insufrible!!,es_l_olive_72_Lolive_2008-07-08:0,['negative']
702,"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",es_l_olive_73_Jaime_2008-06-24:0,['positive']
703,La carta que sale en internet tendrìa que ser mas extensa.,es_l_olive_73_Jaime_2008-06-24:1,['negative']
704,estuvimos ayer mi marido y yo para celebrar su cumpleaños.,es_l_olive_74_Claudia_2008-05-16:0,[]
705,Y la verdad que lo pasamos estupendo.,es_l_olive_74_Claudia_2008-05-16:1,['positive']
706,"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",es_l_olive_74_Claudia_2008-05-16:2,"['positive', 'positive', 'positive']"
707,Me ha encantado.,es_l_olive_74_Claudia_2008-05-16:3,['positive']
708,"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo.",es_l_olive_74_Claudia_2008-05-16:4,['positive']
709,"no cuiden al client; sorollos, un escandol, ha perdut tot l´encant.¡un desastre!",es_l_olive_76_Joan_2008-02-11:0,['negative']
710,"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 €,por persona,pan de coca con tomate 3,20 €,excesivo, los cafes a 2,00,todo mas impuestos no repetire.",es_l_olive_78_Mathews_2007-12-07:0,"['positive', 'negative', 'positive', 'positive', 'negative', 'negative', 'negative', 'negative', 'negative']"
711,Uno de mis restaurantes preferidos.,es_l_olive_80_Cristina_2007-10-26:0,['positive']
712,"Buen ambiente, cocina excelente y decorado atractivo.",es_l_olive_80_Cristina_2007-10-26:1,"['positive', 'positive', 'positive']"
713,Sobresaliente.,es_l_olive_83_Pablo_2007-04-27:0,['positive']
714,No entiendo cómo muchos comentarios lo catalogan de caro... ,es_l_olive_83_Pablo_2007-04-27:1,[]
715,"Estamos hablando de un sitio muy fino situado en el cogollo barcelonés, por tanto, entiendo, que se tiene que reflejar en el precio.",es_l_olive_83_Pablo_2007-04-27:2,"['positive', 'positive']"
716,"Calidad excelente, carta extensísima, servicio atento, instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.",es_l_olive_83_Pablo_2007-04-27:3,"['positive', 'positive', 'positive', 'positive']"
717,"En definitiva, no se lo pierdan.",es_l_olive_83_Pablo_2007-04-27:4,['positive']
718,Justito.,es_l_olive_85_Jordi_2007-01-17:0,[]
719,La comida no está mal pero por lo que dan es caro.,es_l_olive_85_Jordi_2007-01-17:1,"['positive', 'negative']"
720,El local no está mal pero el ambiente es ruidoso.,es_l_olive_85_Jordi_2007-01-17:2,['negative']
721,Ideal para guiris o negocios pero yo nunca iría con mi novia o mis amigos.,es_l_olive_85_Jordi_2007-01-17:3,[]
722,Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,es_l_olive_86_Marian_2006-12-15:0,['positive']
723,La relación calidad/precio es excelente teniendo en cuenta lo que hay por ahí.,es_l_olive_86_Marian_2006-12-15:1,"['positive', 'positive']"
724,Muy recomendable.,es_l_olive_86_Marian_2006-12-15:2,['positive']
725,"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relación calidad precio.",es_l_olive_87_Mireia_2006-12-12:0,"['positive', 'negative', 'positive']"
726,Me habian recomendado este restaurante y la verdad es que valia la pena probar.,es_l_olive_88_Annna_2006-11-06:0,['positive']
727,"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",es_l_olive_93_Pilar_2006-09-04:0,"['positive', 'positive', 'positive']"
728,"Sencillamente, me ha encantado!",es_l_olive_94_Manolo_2006-08-18:0,['positive']
729,Lo recomiendo!!!!!,es_l_olive_94_Manolo_2006-08-18:1,['positive']
730,"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.",es_l_olive_95_Davidpollo_2006-07-22:0,"['positive', 'positive', 'positive']"
731,Impecable.,es_l_olive_97_Joan_2006-06-28:0,['positive']
732,"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",es_l_olive_97_Joan_2006-06-28:1,"['positive', 'positive', 'positive']"
733,!Me siento engañado!,es_cafe-meccano-gastrobar-zaragoza_comment-4185:0,['negative']
734,"Hice mi reserva llamando por teléfono, si a las 22:00 y me comentan que el espectáculo comienza a 23:30.",es_cafe-meccano-gastrobar-zaragoza_comment-4185:1,[]
735,Perfectamente claro en un cartel a la entrada a las 23:30 del sábado ” Las Posesas”.,es_cafe-meccano-gastrobar-zaragoza_comment-4185:2,[]
736,"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.",es_cafe-meccano-gastrobar-zaragoza_comment-4185:3,"['positive', 'neutral', 'negative', 'neutral']"
737,"A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.",es_cafe-meccano-gastrobar-zaragoza_comment-4185:4,['negative']
738,"Poseso me siento engañado reserve una cena con espectáculo y me fui una hora y media mas tarde sin ver el espectáculo, pague 66€ por la cena de dos me podía haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engañaron no disfruté de ningúna actuación.",es_cafe-meccano-gastrobar-zaragoza_comment-4185:5,"['negative', 'negative', 'negative']"
739,Ustedes valoren ,es_cafe-meccano-gastrobar-zaragoza_comment-4185:6,[]
740,Nosotros estuvimos de cena y lo pasamos francamente bien.,es_cafe-meccano-gastrobar-zaragoza_comment-4480:0,['positive']
741,Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando están con la gente haciendose fotos son muy simpáticas.,es_cafe-meccano-gastrobar-zaragoza_comment-4480:1,"['positive', 'positive']"
742,La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.,es_cafe-meccano-gastrobar-zaragoza_comment-4480:2,"['positive', 'positive', 'positive']"
743,Luego hemos ido más veces. ,es_cafe-meccano-gastrobar-zaragoza_comment-4480:3,[]
744,"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.",es_cafe-meccano-gastrobar-zaragoza_comment-4821:0,"['neutral', 'positive', 'negative']"
745,"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.",es_cafe-meccano-gastrobar-zaragoza_comment-4821:1,"['positive', 'negative', 'positive', 'positive', 'negative', 'negative']"
746,Todo un exceso la verdad.,es_cafe-meccano-gastrobar-zaragoza_comment-4821:2,['negative']
747,No pienso volver ,es_cafe-meccano-gastrobar-zaragoza_comment-4821:3,['negative']
748,Muy buen restaurante.,es_cafe-meccano-gastrobar-zaragoza_comment-4825:0,['positive']
749,"Sirven platos deliciosos, ya sean nuevos o tradicionales.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:1,['positive']
750,"El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:2,['positive']
751,"El ambiente es agradable y el servicio, rápido y atento.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:3,"['positive', 'positive']"
752,"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:4,['positive']
753,Con tantas virtudes me esperaba un cañazo al final de la cena familiar que celebramos allí.,es_cafe-meccano-gastrobar-zaragoza_comment-4825:5,[]
754,Pero no fue así.,es_cafe-meccano-gastrobar-zaragoza_comment-4825:6,[]
755,"En total, 190 euros para seis personas.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:7,[]
756,"Un precio razonable, en mi opinión.",es_cafe-meccano-gastrobar-zaragoza_comment-4825:8,['positive']
757,Muy recomendable.,es_cafe-meccano-gastrobar-zaragoza_comment-4825:9,['positive']
758,Volveremos. ,es_cafe-meccano-gastrobar-zaragoza_comment-4825:10,['positive']
759,"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.",es_cafe_casa_lletres_0_Julia_2015-08-24:0,"['negative', 'negative']"
760,<+>nada,es_cafe_casa_lletres_0_Julia_2015-08-24:1,[]
761,"el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.",es_cafe_casa_lletres_12_NuriaTorres_2014-12-15:0,"['positive', 'positive', 'negative']"
762,La amabilidad con que se nos trató fue exquisita.,es_cafe_casa_lletres_13_GloriaMolinsPerez_2014-12-15:0,['positive']
763,"La elaboración de los platos para el menú que efrecian de 20€, excepcional.",es_cafe_casa_lletres_13_GloriaMolinsPerez_2014-12-15:1,['positive']
764,se esmeran en hacerlo bien,es_cafe_casa_lletres_14_AntoniPratsCapdevila_2014-12-15:0,['positive']
765,"<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.",es_cafe_casa_lletres_1_Josu_2015-08-19:0,"['negative', 'negative', 'negative', 'negative', 'negative']"
766,<+>La camarera catalana que nos atendio.,es_cafe_casa_lletres_1_Josu_2015-08-19:1,[]
767,"El restaurante, fenomenal, tanto la comida con el servicio.",es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:0,"['positive', 'positive']"
768,"La pena es que la oferta del 40% sobre la carta, no era tal.",es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:1,[]
769,"El descuento no se aplica a tapas (también en la carta), ni postres (tambien en la carta) ni bebidas (esto es normal).",es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:2,[]
770,Asi que el descuento es basicamente sobre segundos platos y ensaladas (pocas en el menu).,es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:3,[]
771,"Para 6 personas, pediomos 3 tapas, 1 ensalada, 6 segundos y 3 postres mas bebidas.",es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:4,[]
772,Nos salio a 28€ por persona (incluyendo el descuento en los segundos).,es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:5,[]
773,Si no se aplica descuento es un poco caro.,es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:6,['negative']
774,"Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.",es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25:7,"['positive', 'positive', 'neutral', 'neutral', 'neutral']"
775,"Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).",es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27:0,"['positive', 'positive']"
776,Los camareros muy atentos y la comida buena y suficiente.,es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27:1,"['positive', 'positive', 'positive']"
777,"Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.",es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27:2,"['positive', 'positive']"
778,La sangria de cava muy buena.,es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27:3,['positive']
779,Se recomienda en sitio.,es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27:4,['positive']
780,Buena calidad y correcta cantidad.,es_cafe_casa_lletres_25_ArturMirabetGea_2014-03-24:0,"['positive', 'positive']"
781,El ambiente es agradable y el servicio rápido y amable.,es_cafe_casa_lletres_25_ArturMirabetGea_2014-03-24:1,"['positive', 'positive']"
782,Agradable.,es_cafe_casa_lletres_26_FrancescMoreno_2014-03-21:0,['positive']
783,Muy buena atención.,es_cafe_casa_lletres_26_FrancescMoreno_2014-03-21:1,['positive']
784,"Gonzalo, el chef, se encarga de generar un ambiente muy amigable.",es_cafe_casa_lletres_26_FrancescMoreno_2014-03-21:2,['positive']
785,"La relación calidad-precio, muy buena.",es_cafe_casa_lletres_26_FrancescMoreno_2014-03-21:3,"['positive', 'positive']"
786,Comida buena.,es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17:0,['positive']
787,Paella mixta exquisita.,es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17:1,['positive']
788,A mejorar baños.,es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17:2,['negative']
789,Local pequeño,es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17:3,['negative']
790,No me gustó el olor del local.,es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17:4,['negative']
791,que sorpresa mas agradecida conocer el Cafe de la casa de les lletres.,es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13:0,['positive']
792,"El ambiente es unico, el servicio muy atento y la comida un 10.",es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13:1,"['positive', 'positive', 'positive']"
793,Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.,es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13:2,['positive']
794,"seguramente volveremos para comer en la terrazza, o para desayunar el finde.",es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13:3,['positive']
795,lo aconsejo,es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13:4,['positive']
796,Solo una crítica (constructiva),es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02:0,[]
797,"En el apartado de ambiente todo muy correcto, decoración, música, ambiente, etc.",es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02:1,['positive']
798,Excepto el ambientador utilizado en el local,es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02:2,['negative']
799,Demasiado fuerte casi ofensivo,es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02:3,['negative']
800,Desvirtúa la buena comida servida con esmero... a mejorar este punto.,es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02:4,"['positive', 'positive']"
801,fui con unos clientes erabamos 8 y nos encanto.,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:0,['positive']
802,La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:1,"['positive', 'positive']"
803,el servicio impecable.,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:2,['positive']
804,tambien tienen salones privados para comidas de grupos.,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:3,[]
805,lo tendre en cuenta para las proximas veces.,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:4,[]
806,Lo recomiendo!!!,es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12:5,['positive']
807,Un sitio tranquilo con pocas mesas.,es_cafe_casa_lletres_35_JoanLluisOlmoLorenzo_2014-01-12:0,['positive']
808,La comida no es de gran calidad pero es acorde con el precio.,es_cafe_casa_lletres_35_JoanLluisOlmoLorenzo_2014-01-12:1,"['neutral', 'positive']"
809,Especialmente interesante con el descuento del 30%.,es_cafe_casa_lletres_35_JoanLluisOlmoLorenzo_2014-01-12:2,['positive']
810,"Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion",es_cafe_casa_lletres_36_JoseAntonioLopezSanz_2014-01-04:0,"['positive', 'negative', 'negative', 'positive', 'positive']"
811,"Llegamos a las 22.30 hora a la que teniamos la reserva, y la única persona que habia en el restaurante, un pakistaní que apenas hablaba castellano, nos dijo que nuestra reserva era a las 21.30.",es_cafe_casa_lletres_37_Maria_2013-12-15:0,[]
812,"Cuando nosotros insistimos en que era a las 22.30 seguro, disimulo mirando los papeles de la reserva, y vimos como tenian imprimida nuestra hoja de reserva.",es_cafe_casa_lletres_37_Maria_2013-12-15:1,[]
813,"Mi marido le empezo a leer nuestros datos, donde efectivamente aparecia la hora clarisima.",es_cafe_casa_lletres_37_Maria_2013-12-15:2,[]
814,"Él, rápidamente cambio la hoja , y nos quiso hacer creer que nos habian confundido con otra mesa que tenian a las 20.30.",es_cafe_casa_lletres_37_Maria_2013-12-15:3,[]
815,"Mentira todo, deberian tener ganas de cerrar y no se quisieron quedar por una mesa de dos que encima venian con un dto del 30% y nos mintieron descaradisimamente.",es_cafe_casa_lletres_37_Maria_2013-12-15:4,['negative']
816,"Asi que nos tuvimos que ir a cenar a otro sitio, y al rato nos llamo el mismo señor diciendo que si volviamos nos invitaria,deducimos que para evitar que le hagamos mala publicidad.",es_cafe_casa_lletres_37_Maria_2013-12-15:5,[]
817,Evidentemente no volveremos ni nos creemos nada de esa invitacion.,es_cafe_casa_lletres_37_Maria_2013-12-15:6,['negative']
818,Una verguenza todo.,es_cafe_casa_lletres_37_Maria_2013-12-15:7,['negative']
