,text,id,polarities
778,Очень помогала при выборе меню.,14031:4,['positive']
779,"При обслуживании банкета официанты внимательно смотрели за столом. чтобы не было пустых тарелок, при этом очень не навязчиво.",14031:5,['positive']
780,Гости тоже остались очень довольны.,14031:6,['positive']
781,"За барной стойкой помогал с музыкой молодой человек, к сожалению не знаю всех имен.",14031:7,['positive']
782,"Очень советую посетить ресторан, атмосфера домашняя.",14031:8,"['positive', 'positive']"
783,"Всем огромное спасибо, еще не один раз посетим это приятное заведение и будем рекомендовать своим друзьям.",14031:9,['positive']
784,"Посещение ""Крапивы"" останется на всю жизнь!!!",14031:10,['positive']
785,"Очень странно, заказав столик в кафе, прийти, а там... никого.",14177:0,[]
786,В смысле никого из посетителей.,14177:1,[]
787,"Домашний интерьер - да, атмосфера...",14177:3,['positive']
788,"атмосфера все-таки создается посетителями, не хватало немного лишнего шума, голосов, лиц...",14177:4,['neutral']
789,В целом кафе оставило очень приятное впечатление.,14177:5,['positive']
790,"Маленькое, уютное, сухарики из собственного вкусного хлеба скрашивают ожидание блюд.",14177:6,['positive']
791,"Пива нет, но кажется, что так и должно быть в таком формате.",14177:7,['neutral']
792,"Разум ищет минусы и зацепки, и они есть...",14177:8,[]
793,Но впечатление формируется на эмоциях - они от посещения остались только положительные!,14177:9,['positive']
794,Заходили с супругой и с ребенком.,14177:10,[]
795,Музыка фоновая - радио Эрмитаж.,14177:11,[]
796,"Погода была жаркая, сели во втором зале, там было попрохладнее.",14177:12,[]
797,"Еда не разочаровала, но и особенных восторгов не вызвала.",14177:13,['neutral']
798,Порции приличные.,14177:14,['positive']
799,"Девушка - официант и кассир в одном лице, большую часть времени была в первом зале, и не всегда контролировала, когда нужно убрать тарелки или отреагировать на новые желания.",14177:15,['negative']
800,"Подарили карту соседа со скидкой 15%, были этим приятно удивлены.",14177:16,['positive']
801,Придем еще.,14177:17,['positive']
802,Здравствуйте!,1427:0,[]
803,"Хочу вам сказать,что посещение вашего заведения на марата изменило мое отношение в наилучшую сторону.",1427:2,['positive']
804,"Зашли к вам вечером,уставшие, оказалось что все залы забиты а на веранде все же прохладно сидеть с ребенком, встретил нас молодой человек предложил несколько столов куда можно было присесть,Проводила нас до столика уже девушка(имени к сожалению не запомнила) судя по внешнему виду администратор,она же и подала меню,что больше всего удивило нам налили абсолютно бесплатной воды по бокалам, было очень приятно.",1427:3,"['negative', 'negative', 'positive', 'positive', 'positive']"
805,"Обслуживание ненавязчивое, почувствовали себя как дома.",1427:5,['positive']
806,"Обычно любим покушать где нибудь по вечерам и даже немного удивлена, что администратор помогает в выборе,обычно где ни крути это тени мелькающие в зале возле кассы,что то бормочащие официантам..",1427:6,['positive']
807,"Принес нам заказ молодой человек,буквально через минут 20 горячее.а еще и живая музыка началась.",1427:7,"['positive', 'positive']"
808,В общем вечер прошел на ура.,1427:8,['positive']
809,"Отдельное спасибо девушке за приятную атмосферу и молодому человеку, таких сотрудников и хочется видеть в питерских заведениях.",1427:9,"['positive', 'positive', 'positive', 'positive']"
810,Думаю еще не раз вас посетим,1427:10,['positive']
811,"Я как-то увидела, что на месте не безызвестного магазина открылся новый ресторан.",1434:0,[]
812,Вид через окно с Невского меня заставил туда заглянуть.,1434:1,[]
813,"И интерьер меня не разочаровал,а, наоборот, очень обрадовал.",1434:2,['positive']
814,Очень красивое и уютное место.,1434:3,['positive']
815,Обслуживающий персонал очень приятный.,1434:4,['positive']
816,"Нашему официанту пришлось много нам объяснять, так как с азиатской такой кухней я не знакома была.",1434:5,['positive']
817,"Но он много предлагал, описывал, помог выбрать.",1434:6,['positive']
818,Я и моя подруга были очень довольны этим выбором.,1434:7,['positive']
819,Я взяла кокосовый суп с морепродуктами.,1434:8,[]
820,"Он был острый, но, как я поняла, это особенность кухни.",1434:9,[]
821,Но то люблю острое и была в восторге от блюда.,1434:10,['positive']
822,"Подруга заказала салат с апельсинами, рукколой и лососем, а на десерт мы брали манговый мусс и лимонный десерт.",1434:11,[]
823,Нам все очень понравилось.,1434:12,['positive']
824,Было безумно вкусно!!!!,1434:13,['positive']
825,Советую всем обязательно посетить это заведение!!!!,1434:14,['positive']
826,27 апреля гуляли с женой по Пушкину и случайно зашли перекусить.,14539:0,[]
827,"Заказали шашлыки из свинины, овощи на гриле, картофель ""Айдахо"" по домашнему морсу и по бокалу французского белого сухого вина.",14539:1,[]
828,Что понравилось.,14539:2,[]
829,"Очень вкусный, большой шашлык на шампуре с оригинальной подставкой.",14539:3,['positive']
830,Когда его вносят- горит.,14539:4,[]
831,"Овощи на гриле и ""Айдахо"" тоже очень хороши.",14539:5,"['positive', 'positive']"
832,Одним словом кухня отличная.,14539:6,['positive']
833,"Интерьер ""Ресторанчика"" на меня особого впечатления не произвел.",14539:7,['neutral']
834,За счет того что стены из стеклопакетов ощущение что находишься в теплице.,14539:8,['negative']
835,Но в этом тоже что-то есть.,14539:9,[]
836,"Обслуживание мне понравилось, но было одно но: При заказе официантка предложила сама взять морс по 500 млт, а принесли высокие тонкие стаканы по 200 млт.",14539:10,"['positive', 'negative']"
837,Я сразу не обратил внимания.,14539:11,[]
838,А в конце когда сказал об этом официантке она очень смутилась.,14539:12,['negative']
839,"Думаю- не заостри я на этом внимания, в счете была бы сумма за два по 500 млт, а не за два по 200 млт.",14539:13,[]
840,Впрочем это только мои догадки.,14539:14,[]
841,Обслуживали нас девушка и молодой человек.,14539:15,[]
842,"Быстро, вежливо , аккуратно.",14539:16,['positive']
843,Ждать заказа долго не пришлось.,14539:17,['positive']
844,Убирали использованную посуду быстро.,14539:18,['positive']
845,Все доброжелательно и с улыбкой.,14539:19,['positive']
846,Счет принесли на 2050 руб.,14539:20,[]
847,На мой взгляд очень не плохое заведение.,14539:21,['positive']
848,Рекомендую.,14539:22,['positive']
849,"Зашли в кафе с подругой по рекомендации родителей, они были недавно им очень понравилось!",14568:0,['positive']
850,Нам тоже!!,14568:1,['positive']
851,"Очень понравился интерьер, мы сидели в первом зале, занавесочки просто супер, и еще была парочка картин, которые жутко хотелось бы иметь у себя дома)",14568:2,"['positive', 'positive', 'positive']"
852,"По еде тоже весьма неплохо, готовят достаточно быстро, брала судака с овощами и рисом, очень вкусно было и потрясающий кофе Борджиа, раньше его не пробовала!!",14568:3,"['positive', 'positive', 'positive']"
853,"Подруга брала один из восточных салатов, к сожалению не смогу воспроизвести точно название, но тоже осталась довольна!",14568:4,['positive']
854,Американо ее также не разочаровал!,14568:5,['positive']
855,"Единственное мы были в пятницу вечером и сервис несколько тормознут, девушка и молодой человек, которые там были, больше занимались своими делами!",14568:6,['negative']
856,Больше в к этому месту нареканий в принципе не возникло),14568:7,[]
857,"Общий вывод: уютное местечко в центре, с разумными ценами и весьма комфортной обстановкой)",14568:8,"['positive', 'positive', 'positive', 'positive', 'positive']"
858,Очень душевную и теплую атмосферу смогли создать для нас в ресторане Проспект.,14865:0,['positive']
859,Мы решили отметить здесь встречу друзей.,14865:1,[]
860,"В петербургском стиле выдержан интерьер ресторана, кухня прекрасна, все очень вкусно, великолепное оформление стола и отдельных блюд.",14865:2,"['neutral', 'positive', 'positive', 'positive']"
861,Цены приятно удивили.,14865:3,['positive']
862,Все остались довольны обслуживанием и великолепным вечером.,14865:4,"['positive', 'positive']"
863,Большое спасибо персоналу ресторана.,14865:5,['positive']
864,"Являясь с другом, большими поклонниками итальянской кухни, не могли не посетить данное место.",1511:0,[]
865,"Был будний день, на входе нас встретила замученная девушка, сказав что мест нету... оглядевшись и правда все столики были заняты.",1511:1,['negative']
866,"Мы решили не сдаваться, и предложили подождать, если какой-нибудь столик освободится)",1511:2,[]
867,"Она тут же сказала, что есть столики внизу, но там пока нет света... в течении этого разговора свет внизу включили и нас проводили вниз...",1511:3,[]
868,"Сели за столик для двоих, рядом сидела шумная компания, и вообще в целом было очень шумно.",1511:4,['negative']
869,"Меню...несколько заламинированных листочков: очень много паст, пицц, и мало салатов и закусок.",1511:5,"['negative', 'positive', 'positive', 'negative', 'negative']"
870,Очень маленький выбор вина.,1511:7,['negative']
871,"Официант подошел довольно быстро, принял заказ.",1511:8,['positive']
872,Напитки тоже подали быстро.,1511:9,['positive']
873,"Кофе капуччино, в большой кружке, очень хорош, шампанское не плохое.",1511:10,"['positive', 'neutral']"
874,Кухня... нам не понравилась.,1511:11,['negative']
875,Но с другой стороны цена соответствует качеству.,1511:13,['positive']
876,"Это не ресторан, а кафе.",1511:14,['neutral']
877,Впечатление в целом довольно приятное.,1511:15,['neutral']
878,Добрый день всем!,1515:0,[]
879,"В ресторан МИСО на московском ходим с коллегами обедать практически каждый день, обычно компания 5-6 человек, до этого инцидента мы были очень довольны кухней и обслуживанием, прекрасный интерьер и атмосфера, но в очередной наш ланч был добавлен человеческий волос!!!!!!",1515:1,"['positive', 'positive', 'positive', 'positive', 'negative']"
880,"Черный и плотный, прекрасно намотанный на кусочек мяса, который попал мне в рот.",1515:2,['negative']
881,Хорошее настроение ушло вместе с аппетитом.,1515:3,['negative']
882,"Конечно мне предложили заменить блюдо, но желание есть больше не было!",1515:4,['negative']
883,"Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.",1515:5,['negative']
884,Последний раз был в этом ресторане несколько лет назад.,15159:0,[]
885,Тогда понравилась вкусная еда и большие порции + гуманные цены.,15159:1,"['positive', 'positive', 'positive']"
886,Сидели на втором этаже.,15159:2,[]
887,"Зал симпатичный, обслуживание не выдающееся, но и не навязчивое.",15159:3,"['positive', 'neutral']"
888,Впечатление осталось положительное.,15159:4,['positive']
889,Недавно решил отпраздновать день рождения небольшой компанией и решил сходить сюда и освежить воспоминания.,15159:5,[]
890,"Как и раньше - еда вкусная, цены достойные.",15159:6,"['positive', 'positive']"
891,Меню большое - можно долго выбирать.,15159:7,['positive']
892,Сидели на первом этаже.,15159:8,[]
893,Интерьер интересный - такого не видел раньше.,15159:9,['positive']
894,Гостям и мне в целом понравилось.,15159:10,['positive']
895,"Отдыхали с друзями, гуляли, отмечали День рождение друга, решили зайти в ресторан Трес Амигос нас очень порадовала сразу обстановка и интерьер, очень уютно и веет домашней обстановкой!",15335:0,"['positive', 'positive']"
896,"Так как мы все не курим, то нас проводили доброжелательные и улыбающиеся официанты в не курящий зал, зал оказался просторным и светлым, достаточно уютным!",15335:1,"['positive', 'positive']"
897,"Хотелось бы отметить работу персонала: все очень доброжелательные и улыбающиеся ребята, Оля наш официант проводив нас за столик, сразу предложила нам напитки, предложила свою помощь с выбором блюд, все подробно рассказала, что нам и не пришлось долго мучаться читая меню!",15335:2,"['positive', 'positive']"
898,"Напитки нам принесли сразу, еду долго ждать не пришлось, все было очень быстро и оперативно, хоть и гостей в ресторане на тот момент было не мало!",15335:3,['positive']
899,"Еда была очень вкусной, порции оказались большими!!!!!",15335:4,"['positive', 'positive']"
900,Весь вечер мы себя чувствовали как дома!!!!,15335:5,['positive']
901,"В этом ресторане понравилось все и зажигательные танцы(которые были вечером) и обслуживание, и еда, и очень вкусные коктели!!",15335:6,"['positive', 'positive', 'positive', 'positive']"
902,"Так что мы открыли для себя новое заведение в которое будем теперь ходить постоянно, где все тебе улыбаются и где тебя рады видеть)))))",15335:7,"['positive', 'positive']"
903,Трес Амигос вы лучшие!!!!,15335:8,['positive']
904,Так держать))))))))))))))))))))),15335:9,['positive']
905,"Данное заведение посетили первый раз случайно, после чего стали довольно частыми гостями, приятно видеть уже знакомые лица среди персонала, т.к. к сожалению, одно время он менялся очень часто.",15423:0,"['positive', 'positive']"
906,"В понедельник пришли впервые, и были приятно удивлены: песни БЕСПЛАТНО!))",15423:1,['positive']
907,Композицию вам найдут любую.,15423:2,[]
908,"Что касается кухни, то готовят довольно быстро и вкусно, из всего хотелось бы отметить стейки из говядины и лосося!",15423:3,"['positive', 'positive']"
909,Единственный момент- приходили пару раз в четверг не работала японская кухня ( а роллы мы тоже очень любим!).,15423:4,['negative']
910,"Отдельное спасибо за обслуживание милой Татьяне, очень часто на неё попадаем, и всегда получаем приветливое и качественное обслуживание, всегда посоветует и ответит на шутку, видно что девушка с чувством юмора).",15423:5,"['positive', 'positive', 'positive']"
911,Спасибо Вам!,15423:6,['positive']
912,Здравствуйте.,15567:0,[]
913,Так вот.,15567:2,[]
914,"Зашли мы туда с компанией из 7 человек, двое из которых дети.",15567:3,[]
915,"Было занято где-то 20 % столов, но на просьбу принести еще одно меню, ответили, что нет свободных(((( кто-то видно читал сразу два?)",15567:4,['negative']
916,Воспользовались мы на свою голову их предложением на пасту и суши.,15567:5,"['negative', 'negative']"
917,"Паста представляла из себя разбухшие макароны с непонятным соусом, а суши....суши были вкусные, но готовились они ровно 1 час 20 минут (это как я уже писала при фактически пустом ресторане).",15567:6,"['negative', 'negative', 'negative', 'positive']"
918,"Официантка объяснила задержку именно большим объемом заказов, и после замечаний вообще перестала к нам подходить.",15567:7,['negative']
919,"Несколько раз спрошенные горячие полотенца, так и не были принесены.",15567:8,['negative']
920,Жалобную книгу мне тоже не дали (видимо в ней нет свободных листов).,15567:9,['negative']
921,"Все могло бы быть неплохо: месторасположение, интерьер, кухня, но организация работы ужасна, просто непонятно кто занимается этим.",15567:10,"['neutral', 'neutral', 'neutral', 'negative']"
922,"И не организуйте никакие акции, если у вас один повар и он не способен обслужить сразу АЖ 4 столика!",15567:11,['negative']
923,"А девушка официантка видя, что с нами дети, могла бы предупредить, что средний срок ожидания еды 1-1,5 часа!!!!!!!",15567:12,"['negative', 'negative']"
924,Думаю такое заведение постигнет участь предшественникОВ.,15567:13,['negative']
925,С подругами в пятницу вечером решили зайти в Паб № 1.,1563:0,[]
926,"Много о нем слышала, но ни разу не была , а тут случай подвернулся… Мы заняли столик, официант подошел буквально через пару минут.",1563:1,['positive']
927,"Что касается меню, то в пабе достаточно большая пивная карта.",1563:2,['positive']
928,При этом мне показалось не совсем уместным существование суши-меню в пабе.,1563:3,['negative']
929,"Если уж паб, то пусть бы он оставался пабом… Но на свой страх и риск, я не удержалась от соблазна и заказала мои любимые суши, хотя много раз зарекалась… Если особо не придираться, то суши, в общем то были обычными, но.. как то чуть –чуть недотягивали до уровня чтобы ими можно было действительно наслаждаться.",1563:5,"['negative', 'neutral']"
930,"Подруги же заказали себе пасту пене и стейк- им понравился как вкус принесенных блюд, так и размер порций.",1563:6,"['positive', 'positive', 'positive', 'positive']"
931,"Пиво также всем понравилось , да и выбор достаточно большой- как и должно быть в Пабе.",1563:7,"['positive', 'positive']"
932,"Обслуживали нас достаточно быстро, к интерьеру также претензий нет.",1563:8,"['positive', 'neutral']"
933,"Вывод: приходить в Паб стоит, но особо придирчивым к японской кухне заказывать суши лучше в специально отведенных для этого местах.",1563:9,['positive']
934,Сегодня посетили этот ресторан с девушкой.,15655:0,[]
935,Очень понравилось.,15655:1,['positive']
936,"Интерьер отличный, все из дерева и очень красиво!",15655:2,['positive']
937,Официанты внимательны и ненавязчивы!,15655:3,['positive']
938,Играет приятная музыка!,15655:4,['positive']
939,"Что касается кухни: Остался в восторге от теплого салата с говядиной, и конечно стейк из говядины!",15655:5,"['positive', 'positive']"
940,Еще не могу не отметить крем-суп из лосося!,15655:6,['positive']
941,Ребята просто молодцы - очень очень вкусно!,15655:7,['positive']
942,"И порции ""достойные"".",15655:8,['positive']
943,"В общем были приятно удивлены таким замечательным местом, обязательно придем еще, и не один раз!",15655:9,['positive']
944,Был в заведении со своей девушкой в пятницу.,15758:0,[]
945,Очень неплохо.,15758:1,['positive']
946,"Ресторану еще много есть над чем поработать, конечно, но тем не менее, место довольно милое, обслуживание приятное и еда довольно вкусна.",15758:2,"['neutral', 'positive', 'positive', 'positive']"
947,"Заказывали салаты и горячее(стейк из лосося и блюдо под названием ""сытая хавронья"" из свинины).",15758:3,[]
948,Принесли быстро.,15758:4,['positive']
949,"Крепкого алкоголя, кроме пива у них пока нет, видимо с лицензией проблемы, но медовуха оказалась очень даже приятной.",15758:5,"['neutral', 'positive']"
950,"Хотелось бы, конечно, большего разнообразия в меню, но так как они недавно открылись, думаю, со временем все у них наладится.",15758:6,['neutral']
951,Для встречи с друзьями было выбрано данное заведение в основном благодаря отзывам.,16137:0,[]
952,"Ну во-первых, хочется отметить одно маленькое разочарование, которое меня охватило сразу же: интерьер.",16137:1,['negative']
953,Я действительно ожидала увидеть нечто большее.,16137:2,['negative']
954,"Просто осталось чувство, что столь интересную задумку gangster bar-а не до конца смогли реализовать.",16137:4,['negative']
955,"Черно-белые плакаты, кирпичные стены...",16137:5,[]
956,"Во-вторых: Встреча гостей в ресторане- отсутствовала, мы стояли ждали...оглядывались, пару официантов делали свои дела...",16137:6,"['negative', 'negative']"
957,"Не дождавшись хоть какого-то внимания в наш адрес, подошли к ближайшей девушке-официанту, и попросили посадить нас за столик, заказанный ранее.",16137:7,['negative']
958,Провели.,16137:8,[]
959,Усадили.,16137:9,[]
960,Дальше было лучше.,16137:10,[]
961,"Заказ принимали быстро, еду приносили тоже достаточно быстро, убирали пустые тарелки, бокалы вовремя.",16137:11,['positive']
962,Сама еда-названия соответствуют выбранному стилю заведения.,16137:12,"['neutral', 'neutral']"
963,"Хотя на деле, ничего особенного и не предлагают.",16137:13,['negative']
964,"Персонал улыбчивый, приветливый.",16137:14,['positive']
965,Сырная тарелка оставляет желать лучшего-для любителей сыра ее ну просто ОЧЕНЬ мало:),16137:15,['negative']
966,"Салат цезарь-тарелка капусты, и три тонюсеньких (0,3см) ломтика курицы, сухарики, соус.",16137:16,"['negative', 'negative']"
967,Из блюд больше ничего нареканий не вызвало.,16137:17,['neutral']
968,"В итоге, хочу сделать вывод: соотношение цена-качество выдержано.",16137:18,['positive']
969,Отличное место для большой компании.,16137:19,['positive']
970,Ресторан интересный.,16151:0,['positive']
971,Бываем там достаточно часто и не разу не уходили разочарованные.,16151:1,['positive']
972,Интерьер делится на 3 этажа на каждом свой.,16151:2,[]
973,Первый мне не нравится.,16151:3,['negative']
974,Почему-то не оставляет ощущение столовой(хотя по сути это не так),16151:4,['negative']
975,Стулья не удобные.,16151:5,['negative']
976,Много столов в центре.,16151:6,['negative']
977,Нет ощущения уюта.,16151:7,['positive']
978,"Третий, как я понимаю, в основном для банкетов... тоже ничего особенного.",16151:8,['neutral']
979,А вот второй этаж очень уютный.,16151:9,['positive']
980,Диванчики...,16151:10,[]
981,Приглушенный свет... и все такое.,16151:11,['positive']
982,Меню достаточно разнообразное.,16151:12,['positive']
983,"Очень нравится цезарь с лососем.(очень свежий, хрустящий и главное с очень мало соленой рыбой)",16151:13,"['positive', 'positive']"
984,Говядина по-дижонски.,16151:14,[]
985,Приносят прямо на сковородке запеченная под сыром и помидорами.,16151:15,"['positive', 'positive']"
986,Очень вкусно.,16151:16,['positive']
987,Десерты очень хороши!!!,16151:17,['positive']
988,Фроузен парфе просто восторг!,16151:18,['positive']
989,Обслуживание очень хорошее.,16151:19,['positive']
990,Бывает конечно что-нибудь «накосячат»...но в этом случае приносят какой-нибудь комплимент.(так было дважды),16151:20,['positive']
991,Цены чуть выше среднего.,16151:21,['neutral']
992,"Ресторан как нельзя лучше подходит как для романтического ужина ,так и для празднования например дня рождения.",16151:22,['positive']
993,Обязательно вернемся туда ещё.,16151:23,['positive']
994,"Зашла с подругой в четверг днем,решили пообедать.",16274:2,[]
995,"Нас встретила очень милая девушка проводила в зал для не курящих,народу было скажем не мало,после прочтенных отзывов ожидала ,что буду сидеть в пустом зале ,но нет, свободных было только два столика у прохода,там мы и сели.",16274:3,['positive']
996,"Заказала я салат,большую порцию,как ни странно его принесли в большом количестве,из горячего заказала стейк из телятины,мясо было мягким и сочным,и конечно же мое самое любимое это десерт,заказала тирамису,и правильно сделала,очень вкусный десерт.",16274:4,"['positive', 'positive', 'positive', 'positive', 'positive']"
997,Теперь всегда буду его у них есть .,16274:5,['positive']
998,"Обслуживание мне понравилось ,достаточно быстро все принесли,на столе использованные тарелки не задерживались ,официанты всех оперативно обслуживали ,я специально следила за ними ))),просто хотелось сравнить отзывы с реальностью ,оказалось отзывы были ошибочными ,хотя может мне просто повезло,и все же я туду еще пойду.",16274:6,"['positive', 'positive']"
999,"А на счет интерьера то мне понравился,спокойный непринужденный,все чистенько и аккуратно,без пафоса.",16274:7,['positive']
1000,Летом 2009 года были с женой в этом ресторане дважды.,16322:0,[]
1001,"К чему нет претензий, так это к меню, интерьеру и пиву.",16322:1,"['neutral', 'neutral', 'neutral']"
1002,Очень уютно (не забывайте - это пивной ресторан с присущей подобному заведению атмосферой).,16322:2,['positive']
1003,"Богатое меню, есть из чего выбрать.",16322:3,['positive']
1004,Блюда на любой вкус.,16322:4,['positive']
1005,"Отличное темное пиво (светлое не пробовал, больше уважаю темное).",16322:5,['positive']
1006,"Оба раза были обслужены крайне вежливо, остались довольны.",16322:7,['positive']
1007,"Может, чуть дольше, чем хотелось бы, но во-первых, тут все зависит не только от официанток, но и от поваров, а во-вторых длительное ожидание было компенсировано вежливостью и внимательностью.",16322:8,['neutral']
1008,Вопрос только к поварам.,16322:9,[]
1009,Видимо попалась другая смена.,16322:11,[]
1010,"Не могу сказать, что во второй раз было несъедобно.",16322:12,['neutral']
1011,Нормально.,16322:13,[]
1012,Но не более.,16322:14,[]
1013,Но контраст с первым разом на лицо.,16322:15,[]
1014,Даже по внешнему виду блюд.,16322:16,[]
1015,Может эту вторую смену обидел в тот день кто? :),16322:17,[]
1016,"В мае с друзьями вновь едем в Питер и обязательно зайдем в ""Гусыню"".",16322:18,['positive']
1017,"Будем надеяться, попадётся ""первая"" смена.",16322:19,[]
1018,"Прочитала последние отзывы, и была весьма удивлена.",16568:0,[]
1019,"Дело в том, что являюсь постоянным посетителем Токио уже несколько лет, и считаю. что в нашем районе это одно из лучших мест, куда можно пойти.",16568:1,"['positive', 'positive']"
1020,Пока у меня к ним не было особых претензий.,16568:2,['neutral']
1021,"Очень вкусная еда (и главное-свежая рыба!), причем совсем недорого, есть возможность разнообразить японское меню европейской кухней.",16568:3,"['positive', 'positive', 'positive', 'positive', 'positive']"
1022,"Абсолютно адекватный персонал, приятный интерьер.",16568:4,"['positive', 'positive']"
1023,"Единственный минус- иногда приходится долго ждать заказ, и можно не найти свободный столик, но мы последнее время всегда заказываем стол по телефону, и накладок не было. хочется сказать спасибо ресторану.",16568:5,"['negative', 'positive']"
1024,"Токио, мы с вами! p.s. там всегда многолюдно, мне кажется, это показатель того, что ресторан пользуется неплох. столько людей не могут ошибаться",16568:6,"['positive', 'positive']"
1025,Уютная и тёплая домашняя обстановка!,16630:0,['positive']
1026,"Милый и отзывчивый персонал, очень внимательное обслуживание.",16630:1,"['positive', 'positive']"
1027,"Еда, стоит ли говорить, что трудно удивить человека, привыкшего и знающего грузинскую кухню.",16630:2,['positive']
1028,"Могу сказать одно, я была приятно удивлена!",16630:3,['positive']
1029,"Спасибо персоналу, ему удается создать ощущение, что этот ресторан - особенное место где каждый чувствует себя долгожданным гостем!)))))))))))",16630:4,"['positive', 'positive', 'positive']"
1030,"очень люблю это место,бываю там каждую неделю и думаю буду посещать так же часто, т.к. для меня оно идеально во всех отношениях.",16647:0,['positive']
1031,"Атмосфера спокойная и комфортная, интерьер именно такой какой нужно, особо не привлекает внимание, но в целом приятен и ненавящив, очень расслабляет, и музыка этому способствует.",16647:1,"['neutral', 'neutral', 'neutral']"
1032,"официанты очень милые, может потому что уже все знакомые лица, не знаю, так что тут возможно необъективная оценка) но такое впечатление было и в первое посещение.",16647:2,['positive']
1033,Кухня...это нечто.,16647:3,['positive']
1034,"Всё,что я пробовала в этом месте-великолепно!",16647:4,['positive']
1035,Абсолютно всё!,16647:5,[]
1036,"паста - особенно, просто чудо, думаю, нужно попробовать каждому.",16647:6,['positive']
1037,Из десертов стоит попробовать теплый шоколадный торт с ванильным мороженым - очень очень...,16647:7,['positive']
1038,"Кто еще не был в этом месте думаю стоит посетить, и ради панорамного вида, и ради вкусной кухни, и просто чтоб окунуться в расслабляющую обстановку 7-ого неба..",16647:8,"['positive', 'positive', 'positive', 'positive']"
1039,В эти выходные отмечала день рождения в этом ресторане.,1666:0,[]
1040,"Столик заказала заранее,попросила посадить поуютнее-не разочаровали,посадили именно туда куда и хотели.",1666:1,['neutral']
1041,"Интерьер очень приятный,играет спокойная музыка.",1666:2,"['positive', 'neutral']"
1042,"Кухня очень понравилась,особенно мясо (говядина с рукколой) и десерты(грушевый наполеон).",1666:3,"['positive', 'positive', 'positive', 'positive', 'positive']"
1043,"Все гости остались очень довольны,спасибо большое!!!",1666:4,['positive']
1044,"С обслуживанием повезло,попалась милая девушка,которая подробно рассказывала и отвечала на все вопросы с улыбкой.",1666:5,"['positive', 'positive']"
1045,Придем еще обязательно!,1666:6,['positive']
1046,Зашел в это местечко после работы поужинать.,16676:0,[]
1047,"Встретили приветливые девушки, спросили забронирован ли столик.",16676:1,['positive']
1048,"Столик я заранее не бронировал, поэтому проводили на второй этаж и предложили присесть у лестницы.",16676:2,[]
1049,"Поэтому пришел к выводу, что надо там заранее бронировать столик в более удобном месте.",16676:3,[]
1050,"Официанты очень приветливые, постоянно смотрят за посетителями, поэтому долго ждать не пришлось, что очень приятно.",16676:4,['positive']
1051,"Меню довольно интересное, больше имеет восточную направленность, но главное по ценам очень демократичное.",16676:5,"['positive', 'positive']"
1052,"В первый раз попробовал жареного осьминога, конечно сравнивать не с чем, но мне понравилось)))",16676:6,['positive']
1053,"Интерьер довольно симпатичный, мало освещения, но зато ставятся свечи на стол.",16676:7,"['positive', 'positive']"
1054,Стены создают впечатление винного погреба.,16676:8,[]
1055,"Думаю, если стоит задача найти уютное недорогое местечко в районе метро московская, то это наверно один из лучших вариантов.",16676:9,"['positive', 'positive', 'positive']"
